"","incident_number","incident_date","call_type_description","location","reporting_district","station","received","cleared","disposition","latitude","longitude","map_point.latitude","map_point.longitude"
"2990","21008543",2021-07-04,"Emergency Medical Service (EMS)","1300BLK 2ND ST","E-1","Station 1 ",2021-07-04 00:53:05,2021-07-04 01:09:51,"Report              ","34.015552119442674","-118.49782348132217","34.0155521194427","-118.497823481322"
"2991","21008544",2021-07-04,"Emergency Medical Service (EMS)","100BLK WILSHIRE BLVD ","E-6","Station 1 ",2021-07-04 01:17:28,2021-07-04 01:55:29,"Report              ","34.017185855687913","-118.5006750642855","34.0171858556879","-118.500675064286"
"2992","21008546",2021-07-04,"Emergency Medical Service (EMS)","200BLK SANTA MONICA BLVD","E-1","Station 1 ",2021-07-04 04:35:23,2021-07-04 04:56:12,"Report              ","34.015264881671754","-118.49656317276069","34.0152648816718","-118.496563172761"
"2993","21008548",2021-07-04,"Emergency Medical Service (EMS)","1400BLK 23RD ST","E-3","Station 3 ",2021-07-04 06:17:26,2021-07-04 06:37:59,"Report              ","34.029759346670751","-118.47627168320787","34.0297593466708","-118.476271683208"
"2994","21008552",2021-07-04,"Emergency Medical Service (EMS)","MAIN ST / PICO BLVD","E-2N","Station 2 ",2021-07-04 07:17:04,2021-07-04 07:18:32,"Report              ","34.007548083224286","-118.48930044969167","34.0075480832243","-118.489300449692"
"2995","21008550",2021-07-04,"Emergency Medical Service (EMS)","1300BLK 15TH ST","E-3","Station 3 ",2021-07-04 06:50:54,2021-07-04 07:25:18,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
"2996","21008554",2021-07-04,"Emergency Medical Service (EMS)","200BLK BROADWAY","E-1","Station 1 ",2021-07-04 08:05:20,2021-07-04 08:13:41,"Report              ","34.013926037756029","-118.49500007155992","34.013926037756","-118.49500007156"
"2997","21008555",2021-07-04,"Emergency Medical Service (EMS)","3100BLK 4TH ST","E-2S","Station 2 ",2021-07-04 08:23:36,2021-07-04 09:20:12,"Report              ","33.999416699756857","-118.4769049282083","33.9994166997569","-118.476904928208"
"2998","21008559",2021-07-04,"Emergency Medical Service (EMS)","1700BLK WILSHIRE BLVD","E-4","Station 3 ",2021-07-04 09:07:27,2021-07-04 09:21:43,"Report              ","34.029460787083949","-118.4855371013185","34.0294607870839","-118.485537101318"
"2999","21008556",2021-07-04,"Emergency Medical Service (EMS)","1400BLK 17TH ST","E-3","Station 3 ",2021-07-04 08:44:42,2021-07-04 09:30:19,"Report              ","34.025713174897128","-118.48207177139247","34.0257131748971","-118.482071771392"
"3000","21008558",2021-07-04,"Emergency Medical Service (EMS)","2800BLK NEILSON WAY","E-2S","Station 2 ",2021-07-04 09:04:16,2021-07-04 09:42:08,"Report              ","34.000129639725479","-118.48270730065333","34.0001296397255","-118.482707300653"
"3001","21008562",2021-07-04,"Emergency Medical Service (EMS)","1200BLK 15TH ST","E-4","Station 3 ",2021-07-04 10:22:55,2021-07-04 10:48:35,"Report              ","34.027323917166164","-118.48718175268049","34.0273239171662","-118.48718175268"
"3002","21008561",2021-07-04,"Emergency Medical Service (EMS)","800BLK 2ND ST","E-6","Station 1 ",2021-07-04 10:16:54,2021-07-04 11:06:47,"Report              ","34.022321731532976","-118.50574163746492","34.022321731533","-118.505741637465"
"3003","21008563",2021-07-04,"Emergency Medical Service (EMS)","2300BLK 28TH ST","E-5N","Station 5 ",2021-07-04 11:10:40,2021-07-04 12:08:49,"Report              ","34.0225718032483","-118.45901665462557","34.0225718032483","-118.459016654626"
"3004","21008566",2021-07-04,"Emergency Medical Service (EMS)","1300BLK SANTA MONICA BLVD ","E-3","Station 3 ",2021-07-04 12:48:41,2021-07-04 12:57:43,"Report              ","34.023698952651522","-118.48616835663172","34.0236989526515","-118.486168356632"
"3005","21008567",2021-07-04,"Emergency Medical Service (EMS)","2500BLK KANSAS AVE","E-5N","Station 5 ",2021-07-04 13:08:26,2021-07-04 13:30:20,"Report              ","34.02414996675612","-118.46379556455619","34.0241499667561","-118.463795564556"
"3006","21008568",2021-07-04,"Emergency Medical Service (EMS)","1100BLK OCEAN PARK BLVD","E-2S","Station 2 ",2021-07-04 13:31:15,2021-07-04 14:08:36,"Report              ","34.008684979800115","-118.47329386158201","34.0086849798001","-118.473293861582"
"3007","21008570",2021-07-04,"Emergency Medical Service (EMS)","1300BLK SANTA MONICA BLVD ","E-3","Station 3 ",2021-07-04 14:07:54,2021-07-04 14:37:58,"Report              ","34.023698952651522","-118.48616835663172","34.0236989526515","-118.486168356632"
"3008","21008571",2021-07-04,"Emergency Medical Service (EMS)","2000BLK ARIZONA AVE","E-4","Station 3 ",2021-07-04 15:18:04,2021-07-04 15:35:08,"Report              ","34.030341815835556","-118.48117884297685","34.0303418158356","-118.481178842977"
"3009","21008573",2021-07-04,"Emergency Medical Service (EMS)","OCEAN AVE / CALIFORNIA AVE","E-6","Station 1 ",2021-07-04 15:30:11,2021-07-04 15:42:22,"Report              ","34.018172296246178","-118.50277234661596","34.0181722962462","-118.502772346616"
"3010","21008574",2021-07-04,"Emergency Medical Service (EMS)","2100BLK OCEAN AVE","E-2N","Station 2 ",2021-07-04 16:02:13,2021-07-04 16:32:06,"Report              ","34.004872283578756","-118.48923395150713","34.0048722835788","-118.489233951507"
"3011","21008579",2021-07-04,"Emergency Medical Service (EMS)","900BLK 17TH ST","E-4","Station 3 ",2021-07-04 19:33:41,2021-07-04 19:57:05,"Report              ","34.032482281124196","-118.48999151443302","34.0324822811242","-118.489991514433"
"3012","21008578",2021-07-04,"Emergency Medical Service (EMS)","2000BLK ARIZONA AVE","E-4","Station 3 ",2021-07-04 19:09:34,2021-07-04 20:00:12,"Report              ","34.030341815835556","-118.48117884297685","34.0303418158356","-118.481178842977"
"3013","21008580",2021-07-04,"Emergency Medical Service (EMS)","1200BLK 9TH ST","E-6","Station 1 ",2021-07-04 19:41:42,2021-07-04 20:04:18,"Report              ","34.022261536680062","-118.49278024535869","34.0222615366801","-118.492780245359"
"3014","21008582",2021-07-04,"Emergency Medical Service (EMS)","1200BLK 3RD STREET PROM ","E-6","Station 1 ",2021-07-04 20:27:56,2021-07-04 21:01:01,"Report              ","34.017670630773054","-118.4984524033883","34.0176706307731","-118.498452403388"
"3015","21008587",2021-07-04,"Emergency Medical Service (EMS)","2100BLK OCEAN AVE","E-2N","Station 2 ",2021-07-04 21:16:48,2021-07-04 21:56:59,"Report              ","34.004872283578756","-118.48923395150713","34.0048722835788","-118.489233951507"
"3016","21008592",2021-07-04,"Emergency Medical Service (EMS)","1300BLK 15TH ST","E-3","Station 3 ",2021-07-04 22:51:36,2021-07-04 23:30:48,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
"3017","21008595",2021-07-05,"Emergency Medical Service (EMS)","2000BLK ARIZONA AVE","E-4","Station 3 ",2021-07-05 00:22:29,2021-07-05 00:47:08,"Report              ","34.030341815835556","-118.48117884297685","34.0303418158356","-118.481178842977"
"3018","21008598",2021-07-05,"Emergency Medical Service (EMS)","600BLK BROADWAY","E-1","Station 1 ",2021-07-05 01:34:42,2021-07-05 01:43:08,"Report              ","34.0169927213858","-118.49122138820451","34.0169927213858","-118.491221388205"
"3019","21008597",2021-07-05,"Emergency Medical Service (EMS)","5TH ST / COLORADO AVE","E-1","Station 1 ",2021-07-05 01:16:41,2021-07-05 01:48:01,"Report              ","34.014496755234887","-118.49106592385739","34.0144967552349","-118.491065923857"
"3020","21008605",2021-07-05,"Emergency Medical Service (EMS)","2600BLK MAIN ST ","E-2N","Station 2 ",2021-07-05 05:59:17,2021-07-05 06:11:01,"Report              ","34.001636581377589","-118.48321105614735","34.0016365813776","-118.483211056147"
"3021","21008607",2021-07-05,"Emergency Medical Service (EMS)","2200BLK 29TH ST","E-5N","Station 5 ",2021-07-05 06:17:46,2021-07-05 07:16:48,"Report              ","34.024323321155507","-118.45904274087889","34.0243233211555","-118.459042740879"
"3022","21008609",2021-07-05,"Emergency Medical Service (EMS)","2100BLK HILL ST","E-5S","Station 5 ",2021-07-05 10:32:02,2021-07-05 11:20:53,"Report              ","34.0129690480927","-118.46177478692582","34.0129690480927","-118.461774786926"
"3023","21008612",2021-07-05,"Emergency Medical Service (EMS)","3100BLK NEILSON WAY","E-2S","Station 2 ",2021-07-05 11:55:00,2021-07-05 12:20:30,"Report              ","33.997327708822752","-118.47991506595557","33.9973277088228","-118.479915065956"
"3024","21008614",2021-07-05,"Emergency Medical Service (EMS)","1700BLK PICO BLVD","E-3","Station 3 ",2021-07-05 13:39:20,2021-07-05 14:00:56,"Report              ","34.018031508451067","-118.47217447321522","34.0180315084511","-118.472174473215"
"3025","21008616",2021-07-05,"Emergency Medical Service (EMS)","900BLK EUCLID ST","E-4","Station 3 ",2021-07-05 13:46:53,2021-07-05 14:19:11,"Report              ","34.02941641164837","-118.49377469772365","34.0294164116484","-118.493774697724"
"3026","21008620",2021-07-05,"Emergency Medical Service (EMS)","1100BLK LINCOLN BLVD ","E-6","Station 1 ",2021-07-05 15:22:44,2021-07-05 15:42:07,"Report              ","34.022864120169992","-118.49532323566156","34.02286412017","-118.495323235662"
"3027","21008621",2021-07-05,"Emergency Medical Service (EMS)","900BLK EUCLID ST","E-4","Station 3 ",2021-07-05 16:10:45,2021-07-05 16:34:43,"Report              ","34.02941641164837","-118.49377469772365","34.0294164116484","-118.493774697724"
"3028","21008622",2021-07-05,"Emergency Medical Service (EMS)","900BLK OCEAN AVE","E-6","Station 1 ",2021-07-05 17:21:34,2021-07-05 17:43:01,"Report              ","34.020196829202476","-118.50514049513497","34.0201968292025","-118.505140495135"
"3029","21008623",2021-07-05,"Emergency Medical Service (EMS)","2000BLK ARIZONA AVE","E-4","Station 3 ",2021-07-05 17:33:44,2021-07-05 17:51:05,"Report              ","34.030341815835556","-118.48117884297685","34.0303418158356","-118.481178842977"
"3030","21008624",2021-07-05,"Emergency Medical Service (EMS)","1400BLK 21ST ST","E-3","Station 3 ",2021-07-05 18:29:07,2021-07-05 19:09:31,"Report              ","34.028990563168641","-118.47802729158588","34.0289905631686","-118.478027291586"
"3031","21008626",2021-07-05,"Emergency Medical Service (EMS)","26TH ST / WILSHIRE BLVD","E-4","Station 3 ",2021-07-05 19:01:40,2021-07-05 19:16:57,"Report              ","34.036000402182864","-118.47745823729257","34.0360004021829","-118.477458237293"
"3032","21008625",2021-07-05,"Emergency Medical Service (EMS)","500BLK COLORADO AVE","E-1","Station 1 ",2021-07-05 18:58:05,2021-07-05 19:29:07,"Report              ","34.014534896626166","-118.49102013669021","34.0145348966262","-118.49102013669"
"3033","21008627",2021-07-05,"Emergency Medical Service (EMS)","2000BLK MAIN ST","E-2N","Station 2 ",2021-07-05 20:00:55,2021-07-05 20:27:24,"Report              ","34.006768918308296","-118.48851244090849","34.0067689183083","-118.488512440908"
"3034","21008630",2021-07-05,"Emergency Medical Service (EMS)","1100BLK LINCOLN BLVD ","E-6","Station 1 ",2021-07-05 20:46:39,2021-07-05 20:58:32,"Report              ","34.022864120169992","-118.49532323566156","34.02286412017","-118.495323235662"
"3035","21008634",2021-07-05,"Emergency Medical Service (EMS)","1300BLK FRANKLIN ST","E-3","Station 3 ",2021-07-05 22:24:19,2021-07-05 23:05:58,"Report              ","34.038553387261082","-118.46943497473789","34.0385533872611","-118.469434974738"
"3036","21008635",2021-07-05,"Emergency Medical Service (EMS)","400BLK 21ST ST","E-4","Station 3 ",2021-07-05 23:33:54,2021-07-05 23:59:57,"Report              ","34.040817275489566","-118.49309816985708","34.0408172754896","-118.493098169857"
"3037","21008636",2021-07-06,"Emergency Medical Service (EMS)","600BLK SANTA MONICA BLVD ","E-1","Station 1 ",2021-07-06 00:24:26,2021-07-06 00:35:20,"Report              ","34.018329475118719","-118.49278831921336","34.0183294751187","-118.492788319213"
"3038","21008638",2021-07-06,"Emergency Medical Service (EMS)","5TH ST / COLORADO AVE","E-1","Station 1 ",2021-07-06 01:36:22,2021-07-06 01:53:56,"Report              ","34.014496755234887","-118.49106592385739","34.0144967552349","-118.491065923857"
"3039","21008637",2021-07-06,"Emergency Medical Service (EMS)","1100BLK 12TH ST","E-4","Station 3 ",2021-07-06 01:27:56,2021-07-06 02:20:23,"Report              ","34.0259308084196","-118.49154300019252","34.0259308084196","-118.491543000193"
"3040","21008642",2021-07-06,"Emergency Medical Service (EMS)","1200BLK 15TH ST","E-4","Station 3 ",2021-07-06 05:53:39,2021-07-06 06:24:44,"Report              ","34.026865130414578","-118.48710569302871","34.0268651304146","-118.487105693029"
"3041","21008644",2021-07-06,"Emergency Medical Service (EMS)","OCEAN AVE / SANTA MONICA BLVD","E-1","Station 1 ",2021-07-06 07:23:45,2021-07-06 07:31:14,"Report              ","34.014093364588625","-118.49800682827399","34.0140933645886","-118.498006828274"
"3042","21008646",2021-07-06,"Emergency Medical Service (EMS)","2500BLK 21ST ST","E-5N","Station 5 ",2021-07-06 07:34:53,2021-07-06 07:51:39,"Report              ","34.014909835402911","-118.46422389689667","34.0149098354029","-118.464223896897"
"3043","21008647",2021-07-06,"Emergency Medical Service (EMS)","1300BLK 15TH ST","E-3","Station 3 ",2021-07-06 08:54:03,2021-07-06 09:31:07,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
"3044","21008649",2021-07-06,"Emergency Medical Service (EMS)","1300BLK OZONE AVE","E-5S","Station 5 ",2021-07-06 09:02:07,2021-07-06 09:54:51,"Report              ","34.004407077427281","-118.4674187432727","34.0044070774273","-118.467418743273"
"3045","21008651",2021-07-06,"Emergency Medical Service (EMS)","2000BLK SANTA MONICA BLVD","E-3","Station 3 ",2021-07-06 09:35:07,2021-07-06 10:11:25,"Report              ","34.029065058266951","-118.47954200229255","34.029065058267","-118.479542002293"
"3046","21008648",2021-07-06,"Emergency Medical Service (EMS)","4TH ST / SAN VICENTE BLVD","E-6","Station 1 ",2021-07-06 09:00:22,2021-07-06 10:39:40,"Report              ","34.029217774996077","-118.51092546333267","34.0292177749961","-118.510925463333"
"3047","21008654",2021-07-06,"Emergency Medical Service (EMS)","1000BLK PICO BLVD","E-2N","Station 2 ",2021-07-06 10:55:19,2021-07-06 11:41:05,"Report              ","34.013298660482057","-118.48106761862542","34.0132986604821","-118.481067618625"
"3048","21008661",2021-07-06,"Emergency Medical Service (EMS)","2900BLK PICO BLVD","E-5N","Station 5 ",2021-07-06 13:27:52,2021-07-06 13:45:12,"Report              ","34.025100304589095","-118.45890422491723","34.0251003045891","-118.458904224917"
"3049","21008663",2021-07-06,"Emergency Medical Service (EMS)","MAIN ST / ASHLAND AVE","E-2S","Station 2 ",2021-07-06 13:38:39,2021-07-06 13:49:28,"Report              ","33.99953505575732","-118.48110956547396","33.9995350557573","-118.481109565474"
"3050","21008662",2021-07-06,"Emergency Medical Service (EMS)","2000BLK ARIZONA AVE","E-4","Station 3 ",2021-07-06 13:28:06,2021-07-06 13:52:58,"Report              ","34.030341815835556","-118.48117884297685","34.0303418158356","-118.481178842977"
"3051","21008664",2021-07-06,"Emergency Medical Service (EMS)","18TH ST / DELAWARE AVE","E-3","Station 3 ",2021-07-06 13:57:25,2021-07-06 14:41:06,"Report              ","34.020388090000743","-118.47401536975143","34.0203880900007","-118.474015369751"
"3052","21008667",2021-07-06,"Emergency Medical Service (EMS)","1900BLK WILSHIRE BLVD ","E-4","Station 3 ",2021-07-06 14:31:38,2021-07-06 14:43:53,"Report              ","34.017185855687913","-118.5006750642855","34.0171858556879","-118.500675064286"
"3053","21008672",2021-07-06,"Emergency Medical Service (EMS)","100BLK BROADWAY","E-1","Station 1 ",2021-07-06 15:07:56,2021-07-06 15:29:36,"Report              ","34.013147286320851","-118.49595562953479","34.0131472863209","-118.495955629535"
"3054","21008670",2021-07-06,"Emergency Medical Service (EMS)","2000BLK ARIZONA AVE","E-4","Station 3 ",2021-07-06 14:58:57,2021-07-06 15:44:39,"Report              ","34.030341815835556","-118.48117884297685","34.0303418158356","-118.481178842977"
"3055","21008671",2021-07-06,"Emergency Medical Service (EMS)","MAIN ST / COLORADO AVE","E-1","Station 1 ",2021-07-06 15:01:34,2021-07-06 15:54:27,"Report              ","34.012588568889328","-118.49343691482341","34.0125885688893","-118.493436914823"
"3056","21008666",2021-07-06,"Emergency Medical Service (EMS)","1700BLK OCEAN PARK BLVD","E-5N","Station 5 ",2021-07-06 14:29:42,2021-07-06 16:02:00,"Report              ","34.01281538083672","-118.46622792470348","34.0128153808367","-118.466227924703"
"3057","21008673",2021-07-06,"Emergency Medical Service (EMS)","900BLK 3RD ST","E-6","Station 1 ",2021-07-06 15:29:52,2021-07-06 16:25:21,"Report              ","34.021749309626173","-118.50322907160357","34.0217493096262","-118.503229071604"
"3058","21008675",2021-07-06,"Emergency Medical Service (EMS)","2000BLK ARIZONA AVE","E-4","Station 3 ",2021-07-06 16:03:16,2021-07-06 16:24:48,"Report              ","34.030341815835556","-118.48117884297685","34.0303418158356","-118.481178842977"
"3059","21008676",2021-07-06,"Emergency Medical Service (EMS)","300BLK SANTA MONICA PL","E-1","Station 1 ",2021-07-06 17:34:19,2021-07-06 17:54:47,"Report              ",NA,NA,NA,NA
"3060","21008678",2021-07-06,"Emergency Medical Service (EMS)","300BLK SANTA MONICA BLVD","E-1","Station 1 ",2021-07-06 18:12:22,2021-07-06 18:22:31,"Report              ","34.016031225459649","-118.4956195573054","34.0160312254596","-118.495619557305"
"3061","21008679",2021-07-06,"Emergency Medical Service (EMS)","1500BLK 2ND ST","E-1","Station 1 ",2021-07-06 18:13:37,2021-07-06 18:42:18,"Report              ","34.012873236045223","-118.49469210243443","34.0128732360452","-118.494692102434"
"3062","21008680",2021-07-06,"Emergency Medical Service (EMS)","1100BLK LINCOLN BLVD ","E-6","Station 1 ",2021-07-06 19:04:43,2021-07-06 19:23:02,"Report              ","34.022864120169992","-118.49532323566156","34.02286412017","-118.495323235662"
"3063","21008681",2021-07-06,"Emergency Medical Service (EMS)","900BLK GEORGINA AVE","E-6","Station 1 ",2021-07-06 19:23:43,2021-07-06 19:58:44,"Report              ","34.033821675786733","-118.50537383623383","34.0338216757867","-118.505373836234"
"3064","21008684",2021-07-06,"Emergency Medical Service (EMS)","100BLK COLORADO AVE","E-1","Station 1 ",2021-07-06 20:53:01,2021-07-06 21:21:30,"Report              ","34.011814480547272","-118.49439360247047","34.0118144805473","-118.49439360247"
"3065","21008685",2021-07-06,"Emergency Medical Service (EMS)","900BLK 3RD ST","E-6","Station 1 ",2021-07-06 20:58:20,2021-07-06 21:23:38,"Report              ","34.021749309626173","-118.50322907160357","34.0217493096262","-118.503229071604"
"3066","21008686",2021-07-06,"Emergency Medical Service (EMS)","400BLK BROADWAY ","E-1","Station 1 ",2021-07-06 21:28:59,2021-07-06 21:31:39,"Report              ","34.015459105843725","-118.49310898068021","34.0154591058437","-118.49310898068"
"3067","21008691",2021-07-06,"Emergency Medical Service (EMS)","2200BLK PEARL ST","E-5N","Station 5 ",2021-07-06 23:17:25,2021-07-06 23:46:57,"Report              ","34.018128100078115","-118.46482241953071","34.0181281000781","-118.464822419531"
"3068","21008693",2021-07-07,"Emergency Medical Service (EMS)","900BLK 4TH ST","E-6","Station 1 ",2021-07-07 02:11:07,2021-07-07 02:44:23,"Report              ","34.022516581393546","-118.50228672396614","34.0225165813935","-118.502286723966"
"3069","21008709",2021-07-07,"Emergency Medical Service (EMS)","2400BLK LINCOLN BLVD","E-2N","Station 2 ",2021-07-07 11:56:55,2021-07-07 12:13:09,"Report              ","34.008442386654444","-118.47821462301243","34.0084423866544","-118.478214623012"
"3070","21008708",2021-07-07,"Emergency Medical Service (EMS)","1500BLK 2ND ST ","E-1","Station 1 ",2021-07-07 11:52:59,2021-07-07 12:15:15,"Report              ","34.012873236045223","-118.49469210243443","34.0128732360452","-118.494692102434"
"3071","21008712",2021-07-07,"Emergency Medical Service (EMS)","2000BLK SANTA MONICA BLVD","E-3","Station 3 ",2021-07-07 13:11:49,2021-07-07 13:33:16,"Report              ","34.029065058266951","-118.47954200229255","34.029065058267","-118.479542002293"
"3072","21008716",2021-07-07,"Emergency Medical Service (EMS)","1200BLK 16TH ST","E-4","Station 3 ",2021-07-07 14:05:02,2021-07-07 15:23:49,"Report              ","34.027632966205786","-118.48615992665083","34.0276329662058","-118.486159926651"
"3073","21008721",2021-07-07,"Emergency Medical Service (EMS)","2000BLK 4TH ST","E-2N","Station 2 ",2021-07-07 15:20:31,2021-07-07 15:50:39,"Report              ","34.008533755588857","-118.48610523849972","34.0085337555889","-118.4861052385"
"3074","21008720",2021-07-07,"Emergency Medical Service (EMS)","1300BLK 2ND ST","E-1","Station 1 ",2021-07-07 15:02:53,2021-07-07 16:25:42,"Report              ","34.015552119442674","-118.49782348132217","34.0155521194427","-118.497823481322"
"3075","21008725",2021-07-07,"Emergency Medical Service (EMS)","LINCOLN BLVD / PICO BLVD","E-2N","Station 2 ",2021-07-07 18:06:09,2021-07-07 18:06:53,"Report              ","34.01229211421488","-118.48295959762244","34.0122921142149","-118.482959597622"
"3076","21008724",2021-07-07,"Emergency Medical Service (EMS)","500BLK COLORADO AVE","E-1","Station 1 ",2021-07-07 17:49:24,2021-07-07 18:27:05,"Report              ","34.014923156526024","-118.49055126598047","34.014923156526","-118.49055126598"
"3077","21008730",2021-07-07,"Emergency Medical Service (EMS)","2000BLK ARIZONA AVE","E-4","Station 3 ",2021-07-07 20:25:42,2021-07-07 21:03:45,"Report              ","34.030341815835556","-118.48117884297685","34.0303418158356","-118.481178842977"
"3078","21008732",2021-07-07,"Emergency Medical Service (EMS)","1300BLK 15TH ST","E-3","Station 3 ",2021-07-07 20:50:06,2021-07-07 21:10:05,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
"3079","21008733",2021-07-07,"Emergency Medical Service (EMS)","1400BLK 15TH ST","E-3","Station 3 ",2021-07-07 20:51:13,2021-07-07 21:11:26,"Report              ","34.024178815206987","-118.48396413440531","34.024178815207","-118.483964134405"
"3080","21008731",2021-07-07,"Emergency Medical Service (EMS)","100BLK STRAND ST","E-2N","Station 2 ",2021-07-07 20:48:46,2021-07-07 21:17:10,"Report              ","34.004131688225314","-118.48764012820276","34.0041316882253","-118.487640128203"
"3081","21008736",2021-07-07,"Emergency Medical Service (EMS)","2600BLK MAIN ST","E-2S","Station 2 ",2021-07-07 23:19:38,2021-07-07 23:27:29,"Report              ","34.001636581377589","-118.48321105614735","34.0016365813776","-118.483211056147"
"3082","21008734",2021-07-07,"Emergency Medical Service (EMS)","3100BLK URBAN AVE","E-5N","Station 5 ",2021-07-07 23:01:07,2021-07-07 23:30:27,"Report              ","34.026353083523581","-118.45843713548167","34.0263530835236","-118.458437135482"
"3083","21008735",2021-07-07,"Emergency Medical Service (EMS)","1500BLK 5TH ST","E-1","Station 1 ",2021-07-07 23:12:19,2021-07-07 23:34:32,"Report              ","34.015169887217574","-118.49185107265015","34.0151698872176","-118.49185107265"
"3084","21008741",2021-07-08,"Emergency Medical Service (EMS)","1300BLK 15TH ST","E-3","Station 3 ",2021-07-08 07:25:11,2021-07-08 07:43:12,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
"3085","21008746",2021-07-08,"Emergency Medical Service (EMS)","500BLK OLYMPIC BLVD W","E-1","Station 1 ",2021-07-08 11:14:55,2021-07-08 11:15:04,"Cancelled           ","34.013073554128887","-118.48941315098216","34.0130735541289","-118.489413150982"
"3086","21008745",2021-07-08,"Emergency Medical Service (EMS)","500BLK OLYMPIC BLVD W","E-1","Station 1 ",2021-07-08 11:14:28,2021-07-08 12:06:04,"Report              ","34.013073554128887","-118.48941315098216","34.0130735541289","-118.489413150982"
"3087","21008748",2021-07-08,"Emergency Medical Service (EMS)","600BLK KENSINGTON RD ","E-2N","Station 2 ",2021-07-08 12:33:40,2021-07-08 12:40:09,"Report              ","34.007818139663577","-118.48154998310271","34.0078181396636","-118.481549983103"
"3088","21008751",2021-07-08,"Emergency Medical Service (EMS)","1000BLK 4TH ST","E-6","Station 1 ",2021-07-08 13:23:47,2021-07-08 13:38:23,"Report              ","34.021167179905291","-118.50070716029582","34.0211671799053","-118.500707160296"
"3089","21008750",2021-07-08,"Emergency Medical Service (EMS)","19TH ST / PICO BLVD","E-5N","Station 5 ",2021-07-08 13:10:24,2021-07-08 13:44:50,"Report              ","34.018938095143675","-118.47048081774662","34.0189380951437","-118.470480817747"
"3090","21008752",2021-07-08,"Emergency Medical Service (EMS)","2500BLK PICO BLVD","E-5N","Station 5 ",2021-07-08 13:43:40,2021-07-08 14:07:45,"Report              ","34.022642569173065","-118.46352534033453","34.0226425691731","-118.463525340335"
"3091","21008753",2021-07-08,"Emergency Medical Service (EMS)","1000BLK PACIFIC ST","E-2N","Station 2 ",2021-07-08 13:58:26,2021-07-08 14:08:14,"Report              ","34.011550334106417","-118.47815982833934","34.0115503341064","-118.478159828339"
"3092","21008754",2021-07-08,"Emergency Medical Service (EMS)","2900BLK WILSHIRE BLVD ","E-4","Station 3 ",2021-07-08 14:17:01,2021-07-08 14:24:42,"Report              ","34.038667601693362","-118.47417186954506","34.0386676016934","-118.474171869545"
"3093","21008756",2021-07-08,"Emergency Medical Service (EMS)","1000BLK WILSHIRE BLVD ","E-6","Station 1 ",2021-07-08 14:31:01,2021-07-08 14:38:41,"Report              ","34.024092137445692","-118.49215301757208","34.0240921374457","-118.492153017572"
"3094","21008755",2021-07-08,"Emergency Medical Service (EMS)","3100BLK SANTA MONICA BLVD ","E-3","Station 3 ",2021-07-08 14:19:02,2021-07-08 14:57:34,"Report              ","34.016031225459649","-118.4956195573054","34.0160312254596","-118.495619557305"
"3095","21008760",2021-07-08,"Emergency Medical Service (EMS)","400BLK BROADWAY","E-1","Station 1 ",2021-07-08 15:21:34,2021-07-08 15:46:47,"Report              ","34.015459105843725","-118.49310898068021","34.0154591058437","-118.49310898068"
"3096","21008759",2021-07-08,"Emergency Medical Service (EMS)","300BLK OLYMPIC DR ","E-1","Station 1 ",2021-07-08 15:16:46,2021-07-08 16:02:55,"Report              ",NA,NA,NA,NA
"3097","21008766",2021-07-08,"Emergency Medical Service (EMS)","1900BLK 20TH ST","E-5N","Station 5 ",2021-07-08 16:24:29,2021-07-08 16:48:46,"Report              ","34.021253898723636","-118.47134249966489","34.0212538987236","-118.471342499665"
"3098","21008768",2021-07-08,"Emergency Medical Service (EMS)","3000BLK DELAWARE AVE","E-5N","Station 5 ",2021-07-08 17:48:43,2021-07-08 18:31:41,"Report              ","34.028438845327855","-118.45906972409838","34.0284388453279","-118.459069724098"
"3099","21008772",2021-07-08,"Emergency Medical Service (EMS)","1400BLK LINCOLN BLVD ","E-1","Station 1 ",2021-07-08 19:16:25,2021-07-08 19:24:52,"Report              ","34.018811799682638","-118.49058730599012","34.0188117996826","-118.49058730599"
"3100","21008776",2021-07-08,"Emergency Medical Service (EMS)","1800BLK LINCOLN BLVD ","E-2N","Station 2 ",2021-07-08 20:55:25,2021-07-08 21:07:00,"Report              ","34.013054148282436","-118.48384793382931","34.0130541482824","-118.483847933829"
"3101","21008778",2021-07-08,"Emergency Medical Service (EMS)","14TH ST / PICO BLVD","E-5N","Station 5 ",2021-07-08 21:06:39,2021-07-08 21:25:20,"Report              ","34.016023313334053","-118.47592709481496","34.0160233133341","-118.475927094815"
"3102","21008777",2021-07-08,"Emergency Medical Service (EMS)","21ST ST / BROADWAY","E-3","Station 3 ",2021-07-08 21:03:20,2021-07-08 21:52:40,"Report              ","34.028322337882294","-118.47724660553472","34.0283223378823","-118.477246605535"
"3103","21008779",2021-07-08,"Emergency Medical Service (EMS)","100BLK COLORADO AVE","E-1","Station 1 ",2021-07-08 22:10:34,2021-07-08 22:34:33,"Report              ","34.011814480547272","-118.49439360247047","34.0118144805473","-118.49439360247"
